species,yolo_confidence,recent_detections,historical_conflicts,settlement_proximity,temporal_pattern,environmental_context,spatial_relationship,risk_score
Leopard,75.99,15,2,2,2,2,1,70.54
Leopard,78.8,13,0,2,2,0,0,50.72
Spotted Deer,62.75,10,6,1,0,0,1,44.72
Tiger,70.85,20,6,0,1,0,1,64.65
Leopard,72.66,13,1,2,2,1,1,61.97
Spotted Deer,96.86,17,6,2,1,0,2,74.16
Wild Boar,71.02,7,6,0,0,1,1,43.69
Spotted Deer,77.97,6,0,2,0,1,1,38.91
Leopard,86.18,13,4,2,1,1,0,62.9
Wild Boar,66.33,17,5,0,1,1,0,54.65
Spotted Deer,78.97,15,2,0,2,0,2,45.46
Asian Elephant,88.8,4,0,2,1,0,1,45.71
Wild Boar,93.81,15,2,0,2,0,2,53.17
Asian Elephant,84.42,14,3,1,1,2,1,66.35
Tiger,86.09,11,1,1,1,2,2,59.58
Wild Boar,64.93,4,4,2,1,1,1,52.35
Asian Elephant,96.89,3,0,2,0,1,0,38.24
Leopard,65.17,2,1,0,0,1,2,27.97
Leopard,90.21,20,6,0,0,1,0,60.53
Tiger,70.33,10,4,2,2,1,1,72.39
Wild Boar,96.41,13,4,2,2,2,2,81.71
Wild Boar,88.08,20,5,1,0,1,0,57.93
Wild Boar,89.4,18,3,0,0,0,0,38.19
Tiger,68.54,16,5,2,1,1,0,69.63
Wild Boar,77.28,11,5,2,1,0,1,62.87
Leopard,84.09,10,2,0,2,0,2,48.6
Asian Elephant,90.03,9,2,0,2,0,0,41.85
Leopard,64.05,12,6,2,1,0,1,67.78
Leopard,97.53,19,1,2,2,1,1,69.41
Asian Elephant,94.72,1,3,2,0,1,1,49.6
Leopard,70.54,18,4,0,1,1,2,59.96
Tiger,92.09,14,6,2,1,1,1,78.39
Asian Elephant,80.21,1,3,2,2,1,1,55.0
Leopard,78.01,17,3,2,1,2,2,80.19
Spotted Deer,72.26,11,1,1,1,0,2,43.99
Leopard,82.66,20,2,1,0,0,1,49.1
Tiger,88.47,15,3,0,1,2,1,58.47
Wild Boar,76.03,4,3,2,1,2,0,54.18
Leopard,84.54,15,3,2,1,1,2,70.51
Wild Boar,87.27,14,0,0,1,1,2,47.04
Spotted Deer,87.73,1,3,0,0,0,0,16.12
Leopard,62.03,9,3,0,1,1,1,38.98
Asian Elephant,93.53,7,4,2,0,0,1,54.37
Wild Boar,77.87,11,5,1,0,1,1,53.27
Spotted Deer,70.23,2,0,0,0,1,1,16.61
Asian Elephant,69.43,2,3,2,2,0,0,47.51
Asian Elephant,78.84,6,5,0,2,2,2,66.23
Asian Elephant,94.59,19,3,2,1,2,2,84.28
Asian Elephant,74.76,20,1,0,0,1,1,45.88
Leopard,89.24,14,1,2,2,2,0,65.46
Leopard,63.78,3,5,0,1,1,1,44.15
Leopard,78.57,7,0,1,2,2,1,48.09
Spotted Deer,98.68,7,4,0,0,2,0,39.07
Spotted Deer,90.05,4,0,0,1,0,0,17.32
Spotted Deer,68.21,5,0,1,0,2,2,37.25
Tiger,79.56,17,1,0,0,1,2,49.44
Spotted Deer,69.11,4,1,1,2,0,1,35.18
Leopard,75.97,13,4,2,1,2,1,72.85
Leopard,90.42,16,6,1,1,0,2,72.82
Tiger,90.08,16,6,1,1,2,0,74.18
Tiger,68.9,2,6,2,2,1,1,67.29
Spotted Deer,95.97,18,3,1,1,1,1,57.75
Wild Boar,83.11,1,4,1,2,0,0,39.9
Tiger,74.82,18,3,2,1,2,1,75.97
Asian Elephant,79.58,8,5,0,2,2,0,57.35
Leopard,83.6,11,5,0,1,0,2,56.67
Asian Elephant,81.84,15,2,1,2,0,2,63.3
Leopard,78.97,16,6,0,0,1,2,62.85
Leopard,79.69,17,1,0,0,0,2,44.35
Tiger,66.88,17,2,1,0,2,2,64.14
Tiger,91.7,12,2,2,1,0,1,60.14
Asian Elephant,81.13,10,1,0,2,1,2,50.28
Leopard,65.11,20,2,1,0,0,1,46.68
Asian Elephant,89.88,6,6,2,1,2,1,75.94
Wild Boar,96.37,8,0,0,2,0,0,26.53
Asian Elephant,96.94,13,3,2,0,0,1,55.87
Spotted Deer,74.39,2,6,1,0,0,1,39.7
Asian Elephant,65.29,19,4,2,1,1,2,76.31
Spotted Deer,80.22,10,1,2,2,1,2,58.96
Spotted Deer,64.39,4,0,1,1,1,0,25.36
Spotted Deer,96.43,12,5,0,0,1,0,40.22
Wild Boar,67.16,18,4,0,1,2,1,59.36
Asian Elephant,69.86,7,4,2,1,2,0,61.68
Asian Elephant,75.86,20,4,2,0,1,2,73.09
Wild Boar,74.94,4,2,2,0,1,2,50.68
Leopard,90.99,7,2,2,2,1,2,62.58
Tiger,77.8,10,2,0,2,0,1,49.71
Asian Elephant,66.66,15,6,1,0,2,1,69.42
Tiger,70.42,12,2,1,0,0,0,41.55
Wild Boar,79.86,1,0,1,2,1,2,44.37
Leopard,65.75,20,2,2,1,2,1,71.32
Leopard,83.85,18,1,2,0,1,1,56.85
Leopard,82.06,16,4,1,0,0,0,48.61
Wild Boar,87.87,5,0,0,1,2,2,42.25
Spotted Deer,96.57,19,5,1,2,0,2,69.21
Spotted Deer,95.58,4,2,0,2,2,0,38.54
Tiger,96.9,6,5,2,1,1,0,60.78
Spotted Deer,69.54,17,4,1,0,2,0,50.44
Spotted Deer,65.13,7,0,1,1,0,0,21.44
Leopard,71.79,7,4,2,0,0,2,59.21
Leopard,94.91,9,5,0,2,0,2,56.47
Tiger,97.91,13,6,1,0,0,0,58.16
Asian Elephant,93.51,20,0,1,0,1,1,54.99
Tiger,64.29,14,3,0,0,0,1,43.56
Tiger,96.95,16,6,1,0,1,2,78.28
Wild Boar,76.51,9,0,1,0,2,2,48.96
Wild Boar,60.36,15,2,2,2,0,0,53.83
Tiger,77.25,5,5,0,1,2,1,56.83
Tiger,61.8,18,4,1,2,2,2,81.45
Tiger,81.21,20,4,1,0,1,1,66.51
Spotted Deer,73.2,8,4,2,1,0,0,46.87
Wild Boar,78.46,15,1,1,0,1,2,53.64
Tiger,83.91,9,1,2,2,0,2,62.98
Leopard,93.88,19,2,1,2,2,1,69.6
Leopard,85.81,6,3,2,0,1,1,54.5
Spotted Deer,76.93,4,1,0,0,0,2,23.97
Spotted Deer,91.96,11,0,0,1,2,1,36.45
Asian Elephant,95.32,10,6,1,1,1,1,65.3
Asian Elephant,64.67,3,5,1,0,1,0,44.67
Asian Elephant,80.75,1,2,2,1,1,1,49.26
Spotted Deer,71.1,12,6,2,0,1,2,65.6
Spotted Deer,61.84,15,3,0,0,2,0,37.31
Spotted Deer,86.07,15,6,1,0,2,2,69.33
Leopard,93.65,14,0,2,2,2,0,64.52
Spotted Deer,66.35,7,4,0,0,2,0,35.49
Leopard,91.68,17,1,0,0,0,1,37.47
Asian Elephant,93.28,19,0,2,0,2,1,65.94
Asian Elephant,95.66,7,3,1,1,1,2,60.81
Asian Elephant,70.35,3,2,0,0,1,1,32.98
Tiger,95.25,3,6,2,2,1,0,71.44
Tiger,72.51,18,0,0,2,1,1,50.57
Wild Boar,81.54,20,2,1,0,0,2,52.09
Wild Boar,61.97,14,4,2,0,1,0,53.91
Wild Boar,61.71,3,3,1,0,1,2,44.7
Tiger,88.09,7,3,1,2,1,1,57.74
Tiger,77.33,7,6,0,1,2,0,53.59
Wild Boar,70.0,5,1,1,1,2,2,45.49
Wild Boar,67.43,3,5,0,0,0,1,30.11
Spotted Deer,86.13,18,3,2,1,0,1,57.77
Wild Boar,60.02,15,0,2,2,0,2,57.25
Spotted Deer,91.43,20,0,0,0,1,0,29.73
Leopard,63.09,14,0,0,1,0,2,39.72
Tiger,67.47,4,4,0,0,2,1,45.38
Wild Boar,75.06,8,3,1,0,2,2,50.35
Tiger,78.91,13,3,2,2,2,1,77.39
Tiger,73.84,8,0,2,2,1,0,52.06
Tiger,72.51,15,6,1,1,1,2,79.94
Leopard,97.59,17,1,0,2,0,0,44.64
Asian Elephant,85.02,5,6,2,0,0,2,59.67
Wild Boar,60.91,20,1,1,2,0,1,53.41
Asian Elephant,76.78,4,3,0,1,0,0,31.5
Asian Elephant,94.13,11,6,2,1,1,1,76.58
Asian Elephant,71.76,18,3,0,1,2,2,69.78
Tiger,63.69,10,2,1,2,1,1,55.57
Spotted Deer,89.58,17,3,2,2,0,2,67.49
Tiger,83.63,15,6,0,2,1,0,65.97
Tiger,82.24,6,0,0,2,2,1,49.5
Asian Elephant,62.09,16,5,0,2,1,1,64.28
Tiger,65.48,15,4,1,1,2,2,72.85
Asian Elephant,84.28,8,3,0,1,0,2,48.08
Spotted Deer,68.11,9,3,2,2,1,2,66.63
Wild Boar,79.66,11,0,2,0,0,0,33.98
Asian Elephant,81.25,2,2,0,1,0,1,29.39
Spotted Deer,71.06,13,5,1,0,2,2,61.7
Wild Boar,96.99,4,3,2,0,2,2,61.34
Leopard,92.86,9,1,2,1,0,1,53.31
Asian Elephant,88.17,5,1,2,0,2,0,46.01
Asian Elephant,63.04,19,1,0,0,2,1,48.53
Leopard,64.14,3,4,2,1,0,2,58.98
Leopard,79.22,3,4,0,1,0,1,38.25
Asian Elephant,66.27,6,5,0,2,2,2,62.68
Leopard,98.15,10,3,0,1,0,2,50.03
Tiger,66.18,5,3,0,0,0,1,32.13
Wild Boar,79.01,3,3,0,1,2,1,43.11
Wild Boar,74.2,7,4,2,2,1,0,58.78
Wild Boar,84.94,18,5,0,1,1,2,64.57
Tiger,65.03,8,3,0,0,0,2,39.84
Leopard,76.78,1,0,0,1,2,2,36.0
Spotted Deer,70.71,4,2,0,0,0,2,27.03
Leopard,94.62,7,6,0,1,2,2,65.82
Asian Elephant,61.58,14,1,0,2,0,1,45.08
Wild Boar,95.64,13,1,2,2,0,2,58.4
Leopard,92.49,10,0,0,1,2,1,42.13
Spotted Deer,71.61,18,3,0,0,0,0,31.01
Asian Elephant,90.78,1,5,2,2,1,2,71.11
Tiger,61.22,4,5,2,0,1,0,50.76
Tiger,97.71,16,4,1,1,2,1,70.45
Spotted Deer,80.54,16,3,2,2,0,1,62.98
Asian Elephant,71.83,18,5,2,2,1,0,75.0
Wild Boar,74.14,8,3,0,0,2,2,47.92
Leopard,62.59,10,1,1,2,2,1,52.81
Asian Elephant,98.58,16,6,0,0,2,1,62.67
Tiger,61.53,11,6,1,0,1,1,61.18
Spotted Deer,85.54,6,6,0,1,1,1,48.54
Spotted Deer,77.27,1,1,2,0,1,1,33.32
Leopard,97.01,12,4,2,2,1,1,72.04
Spotted Deer,69.59,6,6,1,0,0,0,40.23
Spotted Deer,80.75,13,1,0,2,1,2,46.88
Asian Elephant,78.81,17,3,0,0,2,2,57.42
Wild Boar,87.41,1,6,2,1,0,2,58.52
Leopard,62.65,8,0,2,1,1,2,50.96
Asian Elephant,67.56,8,4,1,0,0,0,39.01
Wild Boar,68.37,11,0,2,0,2,0,45.6
Asian Elephant,88.79,14,3,1,0,1,2,60.16
Asian Elephant,67.38,10,4,1,1,0,1,51.51
Spotted Deer,82.37,15,0,1,0,1,2,41.54
Wild Boar,68.39,7,4,1,0,0,1,43.67
Leopard,93.6,7,3,2,2,0,1,62.26
Leopard,96.75,10,5,1,1,2,0,64.67
Wild Boar,80.22,4,6,2,1,2,1,68.47
Spotted Deer,73.74,18,4,1,0,1,0,49.4
Tiger,69.13,10,6,2,0,1,2,68.02
Asian Elephant,61.94,19,6,1,2,0,0,67.15
Spotted Deer,70.47,14,5,2,0,2,1,68.85
Wild Boar,85.52,13,3,0,1,2,1,52.11
Asian Elephant,80.81,15,4,1,2,0,1,61.53
Leopard,96.82,16,4,1,1,2,2,75.27
Tiger,75.45,2,5,0,0,2,0,40.93
Leopard,87.06,4,1,0,2,0,2,37.95
Wild Boar,79.08,18,5,1,1,1,0,62.14
Asian Elephant,79.99,17,5,2,1,1,2,82.88
Wild Boar,70.44,10,5,1,1,1,2,63.05
Asian Elephant,77.74,9,3,2,0,0,1,48.98
Spotted Deer,78.36,15,2,0,0,1,2,40.68
Tiger,87.56,12,5,2,0,0,2,69.84
Spotted Deer,96.68,9,4,1,0,0,0,38.85
Spotted Deer,72.84,14,0,0,1,2,2,43.23
Wild Boar,61.65,13,1,0,2,2,1,46.76
Tiger,79.36,6,5,1,0,1,2,61.2
Asian Elephant,81.23,19,5,1,2,0,0,69.51
Asian Elephant,66.57,4,1,0,1,1,0,30.42
Leopard,89.66,20,5,2,0,1,2,83.44
Asian Elephant,98.41,17,4,2,1,2,2,84.02
Wild Boar,96.89,19,2,2,0,1,0,59.46
Spotted Deer,67.69,3,5,1,0,1,1,43.73
Spotted Deer,94.14,14,1,0,2,2,2,53.74
Spotted Deer,87.48,17,5,2,1,1,1,68.54
Tiger,77.7,13,3,0,1,1,1,50.35
Asian Elephant,81.08,9,4,2,1,0,2,64.85
Wild Boar,93.13,1,4,0,2,1,1,42.57
Tiger,78.73,17,2,1,2,2,0,68.95
Leopard,74.56,16,3,1,1,2,1,61.8
Wild Boar,79.24,18,3,1,1,0,0,50.81
Wild Boar,82.59,2,2,2,0,2,2,49.04
Wild Boar,67.37,14,6,1,0,2,1,68.54
Spotted Deer,95.14,17,6,1,2,2,0,74.5
Wild Boar,86.29,3,0,1,0,1,0,22.68
Asian Elephant,84.7,2,6,0,1,0,2,50.78
Wild Boar,63.88,8,5,0,1,0,1,41.68
Spotted Deer,83.56,2,3,0,0,0,0,18.33
Wild Boar,64.72,2,0,0,0,0,0,10.88
Leopard,63.07,9,0,0,2,2,2,46.79
Leopard,80.57,20,4,0,0,1,1,54.86
Spotted Deer,75.71,6,5,0,2,2,1,49.06
Asian Elephant,82.96,12,4,1,0,2,0,55.94
Asian Elephant,63.48,9,1,1,0,2,1,41.16
Tiger,76.81,7,6,2,0,2,1,73.77
Spotted Deer,66.82,12,4,1,0,0,1,38.78
Wild Boar,98.5,5,3,0,1,0,1,37.52
Spotted Deer,81.88,16,3,0,1,1,1,48.46
Tiger,86.81,5,5,2,1,2,1,75.83
Spotted Deer,72.69,12,0,1,0,0,1,32.67
Spotted Deer,63.69,20,3,1,2,1,0,58.76
Tiger,98.06,9,6,2,0,2,0,70.85
Asian Elephant,71.16,7,4,0,1,2,1,54.0
Wild Boar,76.53,19,6,0,2,0,1,63.67
Tiger,85.34,20,4,0,2,2,2,79.31
Leopard,60.96,11,5,0,1,2,0,50.55
Asian Elephant,91.6,12,6,2,0,0,2,74.53
Leopard,80.93,3,4,1,2,1,0,48.91
Asian Elephant,70.85,17,6,0,2,1,2,71.25
Wild Boar,62.4,7,2,1,1,0,2,44.29
Wild Boar,66.34,10,5,1,2,0,2,58.4
Spotted Deer,94.91,15,5,0,2,1,0,54.38
Leopard,86.75,2,3,0,2,1,0,42.7
Asian Elephant,69.75,13,5,0,0,0,1,46.75
Wild Boar,62.56,4,1,1,0,0,0,22.22
Tiger,86.93,18,3,2,1,0,0,61.77
Wild Boar,82.32,1,3,0,0,2,0,27.86
Tiger,75.78,2,6,1,2,0,0,55.25
Asian Elephant,74.18,2,2,1,0,2,1,43.04
Wild Boar,68.46,4,3,0,2,1,1,43.33
Wild Boar,86.11,3,0,2,2,1,0,38.96
Asian Elephant,97.86,17,4,0,0,0,2,56.65
Wild Boar,66.85,14,4,0,0,0,2,49.18
Tiger,83.29,2,5,2,0,1,0,56.33
Wild Boar,76.54,16,6,0,0,1,1,55.71
Leopard,77.42,11,2,0,1,1,2,46.81
Spotted Deer,69.91,13,4,2,0,1,1,55.85
Tiger,92.18,1,0,1,1,0,1,34.93
Leopard,78.92,2,2,1,2,2,2,56.6
Asian Elephant,81.19,2,1,1,1,1,0,34.71
Tiger,71.89,5,4,1,2,1,1,63.55
Spotted Deer,67.09,4,3,1,1,2,2,48.48
Spotted Deer,63.35,12,0,0,1,0,1,24.57
Asian Elephant,87.85,3,6,2,2,2,2,82.69
Asian Elephant,67.65,20,6,1,1,0,0,67.84
Tiger,86.91,10,0,2,2,0,0,49.85
Wild Boar,75.22,20,4,1,0,0,0,46.19
Asian Elephant,76.22,18,5,0,2,0,1,57.47
Wild Boar,78.3,10,1,1,1,0,0,40.22
Leopard,74.34,1,3,1,0,1,0,30.52
Spotted Deer,63.92,6,1,2,1,0,0,32.99
Wild Boar,72.08,11,1,2,0,1,0,39.86
Spotted Deer,85.89,2,4,0,2,0,2,40.07
Wild Boar,85.97,7,3,2,0,1,2,56.03
Leopard,71.16,20,4,2,0,2,1,69.85
Asian Elephant,77.94,18,4,2,0,2,2,81.07
Leopard,67.54,19,5,0,1,1,2,66.5
Asian Elephant,68.2,4,0,0,0,0,2,24.2
Asian Elephant,60.9,13,6,0,2,1,2,66.97
Spotted Deer,94.97,18,5,2,2,1,2,84.33
Leopard,68.22,20,6,2,2,0,0,75.23
Wild Boar,68.87,13,5,0,0,2,1,56.98
Leopard,70.9,19,4,2,2,1,2,81.84
Spotted Deer,64.97,17,5,2,1,2,2,78.15
Asian Elephant,84.93,1,6,1,2,2,1,64.23
Spotted Deer,62.93,6,5,0,0,2,2,45.18
Tiger,65.23,19,2,0,2,1,2,65.41
Tiger,85.15,20,3,2,0,1,1,72.58
Wild Boar,73.25,1,0,2,0,0,0,28.38
Spotted Deer,87.61,8,6,1,2,0,0,52.93
Wild Boar,81.74,17,3,0,1,1,1,54.26
Wild Boar,69.98,15,0,0,1,0,0,29.53
Tiger,85.38,18,2,2,2,2,0,74.09
Wild Boar,64.53,7,4,0,0,2,0,34.89
Tiger,80.92,16,6,2,2,1,0,80.22
Asian Elephant,77.05,7,0,1,0,2,2,44.4
Spotted Deer,70.45,17,0,2,0,1,1,48.45
Wild Boar,83.56,4,0,1,0,1,0,28.74
Tiger,93.98,12,2,2,1,1,0,57.99
Leopard,98.96,13,3,1,1,2,1,66.72
Wild Boar,83.7,4,2,1,2,1,2,50.84
Asian Elephant,75.78,1,0,0,1,1,0,25.91
Asian Elephant,68.78,1,5,2,0,0,0,43.47
Leopard,70.03,7,0,0,0,2,2,38.2
Tiger,78.7,9,5,0,2,1,1,62.96
Wild Boar,74.32,1,4,2,0,0,0,39.36
Tiger,95.64,16,2,0,2,1,0,53.97
Asian Elephant,74.36,18,5,0,2,2,1,73.26
Tiger,74.56,15,2,0,0,0,2,43.6
Asian Elephant,74.96,6,1,2,1,0,1,42.39
Tiger,92.63,2,3,0,0,1,0,35.48
Leopard,85.38,9,1,0,0,1,2,36.96
Spotted Deer,83.95,4,5,0,2,2,2,58.58
Leopard,73.03,13,1,2,1,2,2,67.29
Leopard,91.9,11,6,1,2,1,1,71.56
Spotted Deer,61.5,13,3,1,0,0,1,36.8
Spotted Deer,93.96,11,5,1,2,2,1,66.62
Wild Boar,80.0,19,4,1,2,2,0,69.42
Wild Boar,75.53,8,4,0,0,0,1,35.72
Leopard,79.39,7,3,2,2,1,2,66.68
Leopard,86.03,16,3,0,0,2,0,49.82
Asian Elephant,60.5,3,5,2,2,0,0,56.34
Asian Elephant,93.99,17,2,0,1,2,0,53.99
Wild Boar,77.42,18,6,1,0,0,2,63.86
Wild Boar,73.38,15,5,1,1,2,1,69.6
Asian Elephant,65.39,17,2,2,2,1,2,75.6
Asian Elephant,77.14,11,2,0,1,0,1,35.96
Tiger,79.36,5,2,1,1,2,0,49.07
Tiger,75.74,16,5,2,1,2,0,80.55
Asian Elephant,86.47,15,0,0,2,0,2,50.34
Tiger,76.41,10,0,2,0,0,1,46.41
Spotted Deer,97.5,14,4,0,2,1,0,48.74
Wild Boar,83.37,2,0,0,2,0,2,32.25
Wild Boar,91.49,16,0,0,2,2,2,56.67
Asian Elephant,64.26,19,2,2,0,1,1,61.21
Leopard,75.49,8,2,2,2,0,1,54.62
Asian Elephant,73.14,15,3,0,2,2,1,59.21
Tiger,82.21,10,2,1,0,0,0,39.14
Leopard,93.58,5,5,0,0,2,2,53.41
Tiger,63.06,20,3,2,0,2,1,73.56
Spotted Deer,62.83,16,6,0,1,1,2,59.3
Tiger,93.16,12,3,2,0,1,0,54.4
Spotted Deer,68.3,13,0,0,1,0,0,24.83
Spotted Deer,86.08,9,2,0,1,1,1,37.88
Tiger,81.17,17,0,1,2,0,0,48.3
Tiger,92.48,20,2,1,1,1,2,69.66
Spotted Deer,64.88,12,0,2,2,1,2,53.17
Leopard,65.06,5,6,0,1,0,0,39.52
Spotted Deer,81.72,12,0,2,0,1,0,39.15
Wild Boar,96.91,1,0,0,2,1,0,31.22
Spotted Deer,76.18,20,5,0,1,1,2,61.56
Leopard,72.75,16,6,0,2,1,0,61.73
Wild Boar,83.66,12,4,1,0,0,1,50.25
Asian Elephant,96.29,9,6,2,1,2,1,76.33
Asian Elephant,92.64,13,0,0,1,0,2,42.48
Leopard,98.82,17,1,0,0,0,0,32.8
Spotted Deer,60.88,17,1,2,1,0,0,43.71
Tiger,64.4,4,1,2,1,1,0,46.77
Leopard,83.77,14,5,0,2,1,1,59.41
Wild Boar,92.0,19,3,1,1,2,1,69.83
Wild Boar,71.12,7,0,1,0,1,1,33.65
Asian Elephant,69.33,3,6,0,1,2,1,54.48
Wild Boar,90.69,1,1,1,2,2,1,50.46
Leopard,62.2,12,5,2,1,1,2,71.37
Wild Boar,74.41,15,3,1,2,2,2,68.67
Leopard,79.73,11,1,2,1,0,0,43.81
Tiger,81.85,10,2,2,2,0,0,57.53
Asian Elephant,88.42,2,4,2,2,0,1,57.99
Wild Boar,73.84,4,0,2,1,2,0,41.03
Leopard,83.89,17,4,1,0,2,2,67.94
Spotted Deer,82.83,17,4,2,0,0,2,61.61
Asian Elephant,81.36,8,2,0,1,1,0,37.35
Tiger,84.98,14,2,2,1,0,1,58.03
Leopard,70.12,4,2,0,1,1,2,38.19
Tiger,63.3,6,3,2,1,1,0,52.37
Tiger,64.65,19,1,2,1,2,1,71.77
Wild Boar,68.76,4,6,1,0,2,0,48.77
Wild Boar,79.51,3,0,2,2,1,1,44.55
Leopard,92.78,20,2,2,2,1,1,74.7
Spotted Deer,87.35,6,5,1,0,1,2,51.75
Leopard,90.77,7,0,1,0,2,2,44.48
Spotted Deer,73.69,14,6,0,2,0,0,46.32
Tiger,75.78,12,0,1,0,1,0,40.01
Asian Elephant,75.35,16,0,0,1,2,1,45.51
Leopard,67.48,20,2,2,0,0,2,63.2
Leopard,62.39,8,2,0,0,2,1,35.88
Spotted Deer,83.05,2,1,1,0,0,1,20.77
Tiger,98.58,13,6,2,0,2,1,79.99
Tiger,66.51,8,2,0,2,0,1,40.99
Spotted Deer,61.82,20,2,0,2,1,1,48.83
Tiger,90.4,16,0,0,2,2,1,57.2
Wild Boar,69.85,4,1,2,2,0,0,39.47
Asian Elephant,92.36,16,4,0,1,0,2,56.59
Leopard,87.45,20,2,0,1,0,2,55.17
Asian Elephant,96.88,6,5,1,2,1,1,65.26
Leopard,75.95,4,2,0,2,2,1,46.8
Wild Boar,85.82,16,4,2,2,0,1,69.61
Tiger,78.13,13,0,1,0,1,2,48.22
Spotted Deer,84.59,5,6,2,1,1,2,64.13
Wild Boar,77.53,15,1,1,1,1,1,49.39
Asian Elephant,67.36,8,0,1,0,1,2,39.87
Spotted Deer,79.81,7,6,0,0,1,1,42.51
Tiger,80.61,14,3,2,0,1,1,62.86
Wild Boar,91.61,7,2,0,1,1,1,39.76
Spotted Deer,88.69,7,6,1,0,2,0,50.99
Wild Boar,85.89,18,5,0,0,2,2,68.52
Wild Boar,64.42,10,6,1,0,1,2,57.29
Tiger,88.1,18,3,1,2,0,2,70.73
Leopard,79.51,14,2,2,0,0,1,49.95
Spotted Deer,94.87,10,3,2,2,0,0,51.5
Tiger,95.87,7,4,2,1,1,1,65.3
Wild Boar,62.15,7,2,2,1,0,1,47.22
Tiger,92.01,7,5,0,1,2,1,56.82
Leopard,61.47,5,2,2,2,2,0,57.42
Spotted Deer,74.32,1,3,2,0,2,1,46.9
Leopard,81.15,14,1,2,1,2,1,68.16
Asian Elephant,65.78,18,3,1,0,1,0,54.85
Spotted Deer,89.11,13,2,1,2,2,1,57.3
Leopard,60.33,8,2,2,1,0,1,51.18
Wild Boar,66.58,8,6,1,0,0,2,52.69
Spotted Deer,82.65,10,1,1,0,2,0,37.35
Spotted Deer,87.86,17,0,0,1,2,2,52.01
Tiger,95.75,6,1,1,0,2,1,46.9
Wild Boar,87.51,15,0,0,2,0,0,35.64
Asian Elephant,86.2,15,5,1,1,0,0,53.63
Leopard,75.38,16,2,2,1,2,1,70.41
Tiger,60.05,8,6,1,1,0,2,66.71
Leopard,64.69,19,4,1,1,0,1,60.58
Asian Elephant,80.85,20,4,0,2,1,0,63.74
Asian Elephant,86.33,15,3,2,2,2,0,75.66
Spotted Deer,76.28,3,1,0,0,2,1,25.01
Asian Elephant,88.5,6,1,2,2,1,1,58.64
Leopard,80.35,8,4,2,0,1,1,58.93
Wild Boar,62.89,16,0,0,0,0,1,26.04
Wild Boar,67.49,15,1,1,1,1,2,56.68
Spotted Deer,92.76,13,0,2,0,2,2,54.19
Leopard,88.27,20,0,1,1,2,2,64.69
Leopard,94.9,15,0,0,0,2,2,47.95
Asian Elephant,64.58,18,0,0,2,0,0,38.66
Leopard,98.62,13,6,0,1,0,0,57.81
Tiger,68.17,8,3,0,0,2,2,49.83
Asian Elephant,60.46,14,3,2,2,2,1,70.97
Tiger,98.9,11,6,0,2,0,0,58.31
Spotted Deer,70.96,6,4,1,1,0,1,39.51
Wild Boar,86.05,1,3,1,1,1,2,48.02
Spotted Deer,66.89,2,5,2,1,0,0,43.79
Wild Boar,82.63,13,6,0,0,0,0,40.73
Spotted Deer,95.26,1,1,2,1,2,0,41.13
Leopard,72.49,4,5,2,2,2,0,66.85
Tiger,86.14,2,6,2,2,2,2,80.79
Wild Boar,67.33,20,3,0,1,1,0,47.86
Asian Elephant,84.37,16,1,1,1,0,2,55.54
Tiger,73.12,3,1,1,2,1,0,42.28
Asian Elephant,68.24,17,0,2,0,0,2,53.37
Tiger,72.21,5,4,2,2,0,2,67.61
Tiger,66.97,8,0,1,2,2,1,52.05
Spotted Deer,95.17,12,6,1,2,0,2,64.07
Wild Boar,75.49,12,0,0,1,1,1,33.91
Wild Boar,69.57,1,5,2,0,2,0,48.5
Tiger,77.49,1,3,0,0,1,1,37.71
Leopard,72.5,15,5,1,1,1,2,66.3
Leopard,89.03,17,3,1,2,2,1,73.48
Asian Elephant,97.88,2,5,1,1,0,0,44.65
Asian Elephant,77.08,17,1,1,1,1,1,57.09
Spotted Deer,93.58,20,3,0,0,0,2,46.46
Tiger,82.07,9,3,1,0,2,2,61.39
Asian Elephant,66.13,12,5,2,1,0,0,60.49
Asian Elephant,86.93,4,2,1,1,0,0,39.13
Tiger,80.02,13,1,2,0,2,1,59.76
Spotted Deer,85.37,4,6,1,0,0,0,36.52
Asian Elephant,94.7,7,1,0,2,1,2,50.8
Spotted Deer,77.18,14,6,2,1,1,1,66.03
Wild Boar,95.15,9,2,0,2,1,1,43.74
Spotted Deer,89.28,1,5,1,2,0,1,47.65
Leopard,79.06,1,5,0,2,1,1,50.45
Leopard,83.53,20,1,1,0,0,0,43.52
Spotted Deer,72.7,4,5,0,2,0,1,40.1
Leopard,98.36,1,4,0,0,0,1,32.17
Wild Boar,86.03,10,4,2,0,0,1,56.85
Tiger,61.71,2,6,1,0,2,2,65.15
Leopard,72.74,15,2,0,1,1,2,52.52
Leopard,84.31,3,3,1,2,1,0,46.25
Spotted Deer,62.2,9,4,2,0,0,2,48.6
Wild Boar,60.93,17,6,0,1,2,2,69.98
Tiger,77.55,13,5,1,1,0,0,53.96
Spotted Deer,72.97,3,2,0,1,1,0,21.92
Spotted Deer,77.09,4,6,0,0,1,1,38.22
Wild Boar,70.25,4,6,0,0,2,1,48.33
Tiger,66.42,11,4,0,0,0,0,40.09
Wild Boar,86.88,7,0,2,1,2,1,52.95
Tiger,80.07,11,2,2,0,0,1,53.23
